"expID","subID","eye","targetCategory","targetID","quadrant","breakTime","flag","outlier","pairedID"
"Binary","10","Left","Upright",14,"Right",5.4734378,0,0,"A14"
"Binary","10","Left","Inverted",35,"Right",15,1,NA,"B15"
"Binary","10","Left","Inverted",21,"Left",2.7331708,0,0,"B01"
"Binary","10","Left","Inverted",21,"Right",15,1,NA,"B01"
"Binary","10","Left","Upright",11,"Right",7.5105316,1,NA,"A11"
"Binary","10","Left","Inverted",39,"Right",15,1,NA,"B19"
"Binary","10","Left","Inverted",23,"Left",5.0974441,0,0,"B03"
"Binary","10","Left","Inverted",23,"Right",6.0029079,0,0,"B03"
"Binary","10","Left","Inverted",26,"Left",7.472665,0,0,"B06"
"Binary","10","Left","Upright",8,"Right",7.3388536,1,NA,"A08"
"Binary","10","Left","Inverted",36,"Left",9.3037132,0,0,"B16"
"Binary","10","Left","Inverted",38,"Right",15,1,NA,"B18"
"Binary","10","Left","Upright",18,"Right",15,1,NA,"A18"
"Binary","10","Left","Upright",18,"Left",4.9722804,0,0,"A18"
"Binary","10","Left","Upright",4,"Left",5.117345,0,0,"A04"
"Binary","10","Left","Upright",15,"Left",2.8598111,0,0,"A15"
"Binary","10","Left","Inverted",36,"Right",15,1,NA,"B16"
"Binary","10","Left","Upright",12,"Left",2.0108265,0,0,"A12"
"Binary","10","Left","Inverted",24,"Left",2.38685,0,0,"B04"
"Binary","10","Left","Inverted",35,"Left",2.7532434,0,0,"B15"
"Binary","10","Left","Inverted",30,"Right",15,1,NA,"B10"
"Binary","10","Left","Inverted",22,"Left",3.3888134,0,0,"B02"
"Binary","10","Left","Inverted",34,"Right",6.4080113,0,0,"B14"
"Binary","10","Left","Upright",2,"Left",4.0676576,0,0,"A02"
"Binary","10","Left","Inverted",22,"Right",9.0560606,0,0,"B02"
"Binary","10","Left","Inverted",33,"Right",15,1,NA,"B13"
"Binary","10","Left","Upright",14,"Left",2.8299655,0,0,"A14"
"Binary","10","Left","Upright",2,"Right",15,1,NA,"A02"
"Binary","10","Left","Upright",13,"Right",15,1,NA,"A13"
"Binary","10","Left","Inverted",40,"Left",1.5757411,0,0,"B20"
"Binary","10","Left","Inverted",32,"Left",1.7487692,0,0,"B12"
"Binary","10","Left","Inverted",24,"Right",14.6729137,0,0,"B04"
"Binary","10","Left","Upright",7,"Right",15,1,NA,"A07"
"Binary","10","Left","Upright",7,"Left",1.9028631,0,0,"A07"
"Binary","10","Left","Upright",17,"Right",15,1,NA,"A17"
"Binary","10","Left","Upright",12,"Right",12.7828629,0,0,"A12"
"Binary","10","Left","Upright",15,"Right",10.7492436,1,NA,"A15"
"Binary","10","Left","Upright",9,"Right",15,1,NA,"A09"
"Binary","10","Left","Upright",16,"Right",13.3426657,1,NA,"A16"
"Binary","10","Left","Inverted",25,"Right",6.9917204,0,0,"B05"
"Binary","10","Left","Upright",5,"Right",15,1,NA,"A05"
"Binary","10","Left","Upright",19,"Right",12.9086572,0,0,"A19"
"Binary","10","Left","Inverted",40,"Right",8.0088568,0,0,"B20"
"Binary","10","Left","Upright",11,"Left",1.8215753,0,0,"A11"
"Binary","10","Left","Inverted",39,"Left",4.4369442,0,0,"B19"
"Binary","10","Left","Inverted",26,"Right",15,1,NA,"B06"
"Binary","10","Left","Upright",13,"Left",4.756251,0,0,"A13"
"Binary","10","Left","Inverted",32,"Right",6.5123834,1,NA,"B12"
"Binary","10","Left","Upright",6,"Left",2.5931081,0,0,"A06"
"Binary","10","Left","Upright",1,"Left",2.5884256,0,0,"A01"
"Binary","10","Left","Upright",16,"Left",2.7735547,0,0,"A16"
"Binary","10","Left","Inverted",37,"Right",2.6629896,1,NA,"B17"
"Binary","10","Left","Upright",10,"Right",5.1491622,0,0,"A10"
"Binary","10","Left","Upright",5,"Left",2.0943422,0,0,"A05"
"Binary","10","Left","Upright",3,"Right",4.583249,0,0,"A03"
"Binary","10","Left","Upright",1,"Right",15,1,NA,"A01"
"Binary","10","Left","Inverted",25,"Left",2.2661063,0,0,"B05"
"Binary","10","Left","Inverted",33,"Left",1.7684203,0,0,"B13"
"Binary","10","Left","Inverted",34,"Left",2.7497903,0,0,"B14"
"Binary","11","Right","Upright",9,"Right",2.1472032,0,0,"A09"
"Binary","11","Right","Upright",11,"Right",2.8824384,0,0,"A11"
"Binary","11","Right","Inverted",22,"Left",2.9481587,0,0,"B02"
"Binary","11","Right","Inverted",28,"Left",2.6816091,0,0,"B08"
"Binary","11","Right","Upright",2,"Left",6.6349667,0,0,"A02"
"Binary","11","Right","Inverted",21,"Right",3.3776769,0,0,"B01"
"Binary","11","Right","Upright",19,"Right",4.0612611,0,0,"A19"
"Binary","11","Right","Inverted",27,"Left",3.7116354,0,0,"B07"
"Binary","11","Right","Upright",18,"Right",3.7401102,0,0,"A18"
"Binary","11","Right","Inverted",35,"Right",4.0781587,0,0,"B15"
"Binary","11","Right","Upright",7,"Left",5.4292999,0,0,"A07"
"Binary","11","Right","Inverted",31,"Right",4.0362049,0,0,"B11"
"Binary","11","Right","Upright",16,"Right",3.0072878,0,0,"A16"
"Binary","11","Right","Inverted",24,"Left",3.00677,0,0,"B04"
"Binary","11","Right","Upright",19,"Left",2.5706835,0,0,"A19"
"Binary","11","Right","Upright",20,"Right",7.2797016,0,0,"A20"
"Binary","11","Right","Inverted",25,"Left",6.4563298,0,0,"B05"
"Binary","11","Right","Upright",6,"Right",3.9159534,0,0,"A06"
"Binary","11","Right","Upright",13,"Right",5.0784918,0,0,"A13"
"Binary","11","Right","Upright",16,"Left",4.5851476,0,0,"A16"
"Binary","11","Right","Upright",14,"Left",2.248876,0,0,"A14"
"Binary","11","Right","Upright",7,"Right",3.1245734,0,0,"A07"
"Binary","11","Right","Inverted",23,"Right",6.1745887,0,0,"B03"
"Binary","11","Right","Inverted",39,"Left",1.8533192,0,0,"B19"
"Binary","11","Right","Inverted",24,"Right",1.9211109,0,0,"B04"
"Binary","11","Right","Inverted",34,"Right",7.8489985,0,0,"B14"
"Binary","11","Right","Upright",4,"Right",5.0643692,0,0,"A04"
"Binary","11","Right","Upright",3,"Right",8.8597039,0,1,"A03"
"Binary","11","Right","Upright",12,"Left",4.4172244,0,0,"A12"
"Binary","11","Right","Inverted",32,"Left",3.8507683,0,0,"B12"
"Binary","11","Right","Inverted",27,"Right",8.7762075,0,0,"B07"
"Binary","11","Right","Inverted",37,"Right",3.923045,0,0,"B17"
"Binary","11","Right","Upright",6,"Left",4.6617737,0,0,"A06"
"Binary","11","Right","Inverted",29,"Left",5.0174914,0,0,"B09"
"Binary","11","Right","Upright",5,"Right",3.9462917,0,0,"A05"
"Binary","11","Right","Upright",15,"Left",5.0489734,0,0,"A15"
"Binary","11","Right","Inverted",30,"Right",7.0983768,0,0,"B10"
"Binary","11","Right","Upright",20,"Left",4.899152,0,0,"A20"
"Binary","11","Right","Inverted",28,"Right",3.566831,0,0,"B08"
"Binary","11","Right","Inverted",25,"Right",4.3763956,0,0,"B05"
"Binary","11","Right","Upright",1,"Right",2.6288735,0,0,"A01"
"Binary","11","Right","Inverted",40,"Right",1.8195569,0,0,"B20"
"Binary","11","Right","Inverted",39,"Right",1.828106,0,0,"B19"
"Binary","11","Right","Inverted",22,"Right",3.8592025,0,0,"B02"
"Binary","11","Right","Upright",1,"Left",1.7378651,0,0,"A01"
"Binary","11","Right","Inverted",34,"Left",2.6272512,0,0,"B14"
"Binary","11","Right","Upright",15,"Right",3.9780668,0,0,"A15"
"Binary","11","Right","Inverted",26,"Right",3.2193711,0,0,"B06"
"Binary","11","Right","Inverted",36,"Right",3.637432,0,0,"B16"
"Binary","11","Right","Upright",14,"Right",4.5063966,0,0,"A14"
"Binary","11","Right","Upright",9,"Left",2.2546634,0,0,"A09"
"Binary","11","Right","Upright",12,"Right",3.7818902,0,0,"A12"
"Binary","11","Right","Inverted",33,"Right",3.3016277,0,0,"B13"
"Binary","11","Right","Upright",2,"Right",5.8423033,0,0,"A02"
"Binary","11","Right","Upright",8,"Left",2.2843017,0,0,"A08"
"Binary","11","Right","Upright",13,"Left",3.2761397,0,0,"A13"
"Binary","11","Right","Inverted",36,"Left",3.0199947,0,0,"B16"
"Binary","11","Right","Inverted",38,"Left",4.9724636,0,0,"B18"
"Binary","11","Right","Upright",17,"Right",6.1176792,0,0,"A17"
"Binary","11","Right","Upright",11,"Left",3.0017718,0,0,"A11"
"Binary","11","Right","Inverted",23,"Left",1.3309728,0,0,"B03"
"Binary","11","Right","Upright",8,"Right",3.1300363,0,0,"A08"
"Binary","11","Right","Inverted",30,"Left",1.3368569,0,0,"B10"
"Binary","11","Right","Upright",17,"Left",3.7075913,0,0,"A17"
"Binary","11","Right","Inverted",37,"Left",3.153586,0,0,"B17"
"Binary","11","Right","Inverted",38,"Right",3.8768951,0,0,"B18"
"Binary","11","Right","Upright",10,"Left",2.6090874,0,0,"A10"
"Binary","11","Right","Upright",5,"Left",3.0581008,0,0,"A05"
"Binary","11","Right","Inverted",31,"Left",4.431877,0,0,"B11"
"Binary","11","Right","Inverted",21,"Left",5.2382061,0,0,"B01"
"Binary","11","Right","Inverted",26,"Left",5.8021841,0,0,"B06"
"Binary","11","Right","Inverted",33,"Left",5.8938775,0,0,"B13"
"Binary","11","Right","Upright",10,"Right",2.709878,0,0,"A10"
"Binary","11","Right","Inverted",32,"Right",3.6242305,0,0,"B12"
"Binary","11","Right","Upright",18,"Left",2.2976698,0,0,"A18"
"Binary","11","Right","Inverted",35,"Left",1.742472,0,0,"B15"
"Binary","11","Right","Upright",4,"Left",2.6888163,0,0,"A04"
"Binary","11","Right","Inverted",40,"Left",1.9126721,0,0,"B20"
"Binary","11","Right","Upright",3,"Left",2.5434749,0,0,"A03"
"Binary","11","Right","Inverted",29,"Right",1.9001254,0,0,"B09"
"Binary","12","Left","Upright",6,"Right",1.5162848,0,0,"A06"
"Binary","12","Left","Upright",13,"Right",1.2790925,0,0,"A13"
"Binary","12","Left","Inverted",21,"Left",2.1126783,0,0,"B01"
"Binary","12","Left","Inverted",35,"Right",2.214746,0,0,"B15"
"Binary","12","Left","Upright",6,"Left",3.6877399,0,0,"A06"
"Binary","12","Left","Upright",3,"Left",5.264785,0,0,"A03"
"Binary","12","Left","Inverted",30,"Right",4.0667565,0,0,"B10"
"Binary","12","Left","Inverted",32,"Left",4.686282,0,0,"B12"
"Binary","12","Left","Upright",20,"Left",3.5899941,0,0,"A20"
"Binary","12","Left","Inverted",27,"Right",3.6098891,0,0,"B07"
"Binary","12","Left","Inverted",36,"Right",2.459942,0,0,"B16"
"Binary","12","Left","Inverted",37,"Right",3.1890618,0,0,"B17"
"Binary","12","Left","Inverted",34,"Left",4.2649167,0,0,"B14"
"Binary","12","Left","Upright",9,"Left",5.484719,0,0,"A09"
"Binary","12","Left","Upright",7,"Right",1.4175737,0,0,"A07"
"Binary","12","Left","Upright",2,"Right",5.2800424,0,0,"A02"
"Binary","12","Left","Upright",4,"Left",4.3161977,0,0,"A04"
"Binary","12","Left","Upright",15,"Right",2.6407245,0,0,"A15"
"Binary","12","Left","Upright",17,"Right",3.5085863,0,0,"A17"
"Binary","12","Left","Inverted",26,"Right",5.8554185,0,0,"B06"
"Binary","12","Left","Inverted",39,"Left",4.5786545,0,0,"B19"
"Binary","12","Left","Inverted",21,"Right",4.7055703,0,0,"B01"
"Binary","12","Left","Inverted",36,"Left",4.4347056,0,0,"B16"
"Binary","12","Left","Inverted",24,"Right",3.2700584,0,0,"B04"
"Binary","12","Left","Upright",14,"Left",5.4498256,0,0,"A14"
"Binary","12","Left","Inverted",31,"Right",4.0079228,0,0,"B11"
"Binary","12","Left","Inverted",27,"Left",3.0893605,0,0,"B07"
"Binary","12","Left","Upright",3,"Right",2.6278269,0,0,"A03"
"Binary","12","Left","Inverted",23,"Right",5.5681256,0,0,"B03"
"Binary","12","Left","Inverted",39,"Right",8.2699594,0,0,"B19"
"Binary","12","Left","Upright",1,"Right",15,1,NA,"A01"
"Binary","12","Left","Upright",15,"Left",9.7425883,0,0,"A15"
"Binary","12","Left","Upright",12,"Left",4.3497628,0,0,"A12"
"Binary","12","Left","Inverted",29,"Right",5.8063238,0,0,"B09"
"Binary","12","Left","Upright",7,"Left",6.4829625,0,0,"A07"
"Binary","12","Left","Upright",13,"Left",3.3185347,0,0,"A13"
"Binary","12","Left","Upright",18,"Left",11.4779787,0,1,"A18"
"Binary","12","Left","Upright",10,"Right",15,1,NA,"A10"
"Binary","12","Left","Inverted",30,"Left",5.7017803,0,0,"B10"
"Binary","12","Left","Upright",14,"Right",6.8414808,0,0,"A14"
"Binary","12","Left","Upright",2,"Left",3.6555002,0,0,"A02"
"Binary","12","Left","Upright",20,"Right",7.0290734,0,0,"A20"
"Binary","12","Left","Inverted",35,"Left",6.2016569,0,0,"B15"
"Binary","12","Left","Inverted",22,"Left",5.7138981,0,0,"B02"
"Binary","12","Left","Upright",19,"Right",6.2698366,0,0,"A19"
"Binary","12","Left","Upright",5,"Right",5.3582748,0,0,"A05"
"Binary","12","Left","Inverted",34,"Right",4.0422877,0,0,"B14"
"Binary","12","Left","Inverted",40,"Left",4.2379798,0,0,"B20"
"Binary","12","Left","Inverted",37,"Left",4.2348967,0,0,"B17"
"Binary","12","Left","Upright",12,"Right",2.515087,0,0,"A12"
"Binary","12","Left","Upright",1,"Left",4.8992958,0,0,"A01"
"Binary","12","Left","Inverted",24,"Left",2.6161222,0,0,"B04"
"Binary","12","Left","Inverted",33,"Left",2.8871655,0,0,"B13"
"Binary","12","Left","Upright",5,"Left",3.0150094,0,0,"A05"
"Binary","12","Left","Inverted",28,"Left",1.9563463,0,0,"B08"
"Binary","12","Left","Upright",4,"Right",1.7382121,0,0,"A04"
"Binary","12","Left","Upright",9,"Right",8.7411764,0,0,"A09"
"Binary","12","Left","Inverted",23,"Left",2.3223149,0,0,"B03"
"Binary","12","Left","Inverted",38,"Right",1.9040622,0,0,"B18"
"Binary","12","Left","Upright",16,"Right",3.5191658,1,NA,"A16"
"Binary","12","Left","Inverted",40,"Right",2.9128173,0,0,"B20"
"Binary","12","Left","Upright",17,"Left",2.4682046,0,0,"A17"
"Binary","12","Left","Inverted",26,"Left",3.3093564,0,0,"B06"
"Binary","12","Left","Upright",18,"Right",4.4801732,0,0,"A18"
"Binary","12","Left","Inverted",33,"Right",2.5777835,0,0,"B13"
"Binary","12","Left","Inverted",28,"Right",2.7857209,0,0,"B08"
"Binary","12","Left","Upright",11,"Left",2.0811184,0,0,"A11"
"Binary","12","Left","Upright",10,"Left",3.565075,0,0,"A10"
"Binary","12","Left","Inverted",38,"Left",2.0343227,0,0,"B18"
"Binary","12","Left","Inverted",32,"Right",6.7643444,0,0,"B12"
"Binary","12","Left","Inverted",31,"Left",2.8564031,0,0,"B11"
"Binary","12","Left","Inverted",29,"Left",2.507568,0,0,"B09"
"Binary","12","Left","Upright",19,"Left",1.5014496,0,0,"A19"
"Binary","12","Left","Inverted",22,"Right",1.1570269,0,0,"B02"
"Binary","12","Left","Upright",16,"Left",1.8091741,0,0,"A16"
"Binary","12","Left","Upright",8,"Left",1.7209611,0,0,"A08"
"Binary","12","Left","Upright",11,"Right",2.272059,0,0,"A11"
"Binary","12","Left","Inverted",25,"Left",1.9068384,0,0,"B05"
"Binary","12","Left","Upright",8,"Right",3.2142591,0,0,"A08"
"Binary","12","Left","Inverted",25,"Right",2.1978305,0,0,"B05"
"Binary","13","Right","Upright",11,"Right",1.9199797,0,0,"A11"
"Binary","13","Right","Upright",18,"Right",3.8360132,0,0,"A18"
"Binary","13","Right","Inverted",26,"Left",2.4711368,0,0,"B06"
"Binary","13","Right","Inverted",40,"Right",1.8022794,0,0,"B20"
"Binary","13","Right","Upright",11,"Left",1.1365042,0,0,"A11"
"Binary","13","Right","Upright",8,"Left",1.9237339,0,0,"A08"
"Binary","13","Right","Inverted",35,"Right",1.4433003,0,0,"B15"
"Binary","13","Right","Inverted",37,"Left",0.8846725,0,0,"B17"
"Binary","13","Right","Inverted",25,"Left",0.9912492,0,0,"B05"
"Binary","13","Right","Inverted",32,"Right",1.2049256,0,0,"B12"
"Binary","13","Right","Upright",5,"Right",0.8275642,1,NA,"A05"
"Binary","13","Right","Inverted",39,"Left",1.0751015,0,0,"B19"
"Binary","13","Right","Upright",1,"Right",2.6868559,0,0,"A01"
"Binary","13","Right","Upright",14,"Left",1.7693852,0,0,"A14"
"Binary","13","Right","Upright",12,"Right",1.9447738,0,0,"A12"
"Binary","13","Right","Upright",7,"Right",3.4819398,0,0,"A07"
"Binary","13","Right","Upright",9,"Left",0.9118771,0,0,"A09"
"Binary","13","Right","Upright",20,"Right",2.5379128,0,0,"A20"
"Binary","13","Right","Inverted",22,"Right",4.3483913,0,0,"B02"
"Binary","13","Right","Inverted",31,"Right",1.4683342,0,0,"B11"
"Binary","13","Right","Inverted",26,"Right",1.9586333,0,0,"B06"
"Binary","13","Right","Inverted",29,"Right",2.2379065,0,0,"B09"
"Binary","13","Right","Upright",4,"Left",0.8821517,0,0,"A04"
"Binary","13","Right","Upright",19,"Left",1.3968331,0,0,"A19"
"Binary","13","Right","Inverted",36,"Right",1.1918563,0,0,"B16"
"Binary","13","Right","Inverted",32,"Left",1.4851243,0,0,"B12"
"Binary","13","Right","Upright",4,"Right",1.137132,0,0,"A04"
"Binary","13","Right","Upright",8,"Right",1.6911537,0,0,"A08"
"Binary","13","Right","Inverted",28,"Right",1.7874131,0,0,"B08"
"Binary","13","Right","Upright",6,"Right",2.1090817,0,0,"A06"
"Binary","13","Right","Upright",20,"Left",1.7631169,0,0,"A20"
"Binary","13","Right","Upright",2,"Left",7.8141729,0,1,"A02"
"Binary","13","Right","Upright",17,"Left",4.1067586,0,0,"A17"
"Binary","13","Right","Inverted",34,"Right",2.7151584,0,0,"B14"
"Binary","13","Right","Upright",12,"Left",1.0298375,0,0,"A12"
"Binary","13","Right","Upright",5,"Left",0.9695865,0,0,"A05"
"Binary","13","Right","Upright",18,"Left",1.7519677,0,0,"A18"
"Binary","13","Right","Inverted",23,"Left",2.2227285,0,0,"B03"
"Binary","13","Right","Upright",15,"Right",1.5689718,0,0,"A15"
"Binary","13","Right","Inverted",35,"Left",0.9827639,0,0,"B15"
"Binary","13","Right","Upright",19,"Right",1.5664059,0,0,"A19"
"Binary","13","Right","Upright",7,"Left",0.8091211,0,0,"A07"
"Binary","13","Right","Inverted",25,"Right",1.108469,0,0,"B05"
"Binary","13","Right","Inverted",40,"Left",1.0538144,0,0,"B20"
"Binary","13","Right","Inverted",27,"Left",2.0542681,0,0,"B07"
"Binary","13","Right","Inverted",24,"Right",1.6268392,0,0,"B04"
"Binary","13","Right","Upright",10,"Right",3.6543017,0,0,"A10"
"Binary","13","Right","Inverted",39,"Right",1.7238722,0,0,"B19"
"Binary","13","Right","Upright",3,"Left",4.8342001,0,0,"A03"
"Binary","13","Right","Upright",17,"Right",4.106756,0,0,"A17"
"Binary","13","Right","Upright",6,"Left",1.627282,0,0,"A06"
"Binary","13","Right","Inverted",29,"Left",1.381399,0,0,"B09"
"Binary","13","Right","Inverted",38,"Left",1.8113789,0,0,"B18"
"Binary","13","Right","Upright",10,"Left",2.8181734,0,0,"A10"
"Binary","13","Right","Inverted",33,"Left",1.9212274,0,0,"B13"
"Binary","13","Right","Upright",9,"Right",4.8705052,0,0,"A09"
"Binary","13","Right","Upright",1,"Left",3.9556288,0,0,"A01"
"Binary","13","Right","Upright",14,"Right",1.0760154,0,0,"A14"
"Binary","13","Right","Inverted",28,"Left",0.8751843,0,0,"B08"
"Binary","13","Right","Inverted",21,"Right",1.1023261,0,0,"B01"
"Binary","13","Right","Upright",3,"Right",1.1981819,0,0,"A03"
"Binary","13","Right","Inverted",22,"Left",0.6661297,0,0,"B02"
"Binary","13","Right","Inverted",31,"Left",1.8550696,0,0,"B11"
"Binary","13","Right","Inverted",23,"Right",2.7106708,0,0,"B03"
"Binary","13","Right","Inverted",38,"Right",4.6392581,0,0,"B18"
"Binary","13","Right","Inverted",33,"Right",3.4792466,0,0,"B13"
"Binary","13","Right","Upright",16,"Left",1.4254673,0,0,"A16"
"Binary","13","Right","Upright",15,"Left",4.4172991,0,0,"A15"
"Binary","13","Right","Inverted",37,"Right",2.0307092,0,0,"B17"
"Binary","13","Right","Inverted",36,"Left",3.3321873,0,0,"B16"
"Binary","13","Right","Inverted",34,"Left",5.2030576,0,0,"B14"
"Binary","13","Right","Inverted",24,"Left",2.1659528,0,0,"B04"
"Binary","13","Right","Inverted",27,"Right",2.6923916,0,0,"B07"
"Binary","13","Right","Inverted",21,"Left",3.0046195,0,0,"B01"
"Binary","13","Right","Upright",13,"Left",3.9749982,0,0,"A13"
"Binary","13","Right","Upright",16,"Right",2.3616694,0,0,"A16"
"Binary","13","Right","Inverted",30,"Left",3.4998379,0,0,"B10"
"Binary","13","Right","Upright",13,"Right",3.4648318,0,0,"A13"
"Binary","13","Right","Upright",2,"Right",4.0372391,0,0,"A02"
"Binary","13","Right","Inverted",30,"Right",5.0738158,0,0,"B10"
"Binary","14","Left","Inverted",35,"Left",15,1,NA,"B15"
"Binary","14","Left","Upright",10,"Left",15,1,NA,"A10"
"Binary","14","Left","Upright",17,"Left",15,1,NA,"A17"
"Binary","14","Left","Upright",5,"Left",15,1,NA,"A05"
"Binary","14","Left","Upright",4,"Left",15,1,NA,"A04"
"Binary","14","Left","Inverted",37,"Right",15,1,NA,"B17"
"Binary","14","Left","Upright",11,"Left",15,1,NA,"A11"
"Binary","14","Left","Upright",4,"Right",15,1,NA,"A04"
"Binary","14","Left","Inverted",30,"Left",15,1,NA,"B10"
"Binary","14","Left","Inverted",32,"Right",15,1,NA,"B12"
"Binary","14","Left","Inverted",23,"Left",15,1,NA,"B03"
"Binary","14","Left","Upright",8,"Left",15,1,NA,"A08"
"Binary","14","Left","Upright",6,"Left",15,1,NA,"A06"
"Binary","14","Left","Upright",16,"Right",15,1,NA,"A16"
"Binary","14","Left","Upright",10,"Right",15,1,NA,"A10"
"Binary","14","Left","Inverted",32,"Left",15,1,NA,"B12"
"Binary","14","Left","Inverted",25,"Right",15,1,NA,"B05"
"Binary","14","Left","Upright",2,"Right",15,1,NA,"A02"
"Binary","14","Left","Inverted",23,"Right",15,1,NA,"B03"
"Binary","14","Left","Upright",3,"Right",15,1,NA,"A03"
"Binary","14","Left","Inverted",29,"Right",15,1,NA,"B09"
"Binary","14","Left","Upright",18,"Left",15,1,NA,"A18"
"Binary","14","Left","Inverted",40,"Left",15,1,NA,"B20"
"Binary","14","Left","Upright",9,"Right",15,1,NA,"A09"
"Binary","14","Left","Upright",7,"Right",15,1,NA,"A07"
"Binary","14","Left","Upright",2,"Left",15,1,NA,"A02"
"Binary","14","Left","Inverted",22,"Right",15,1,NA,"B02"
"Binary","14","Left","Inverted",31,"Left",15,1,NA,"B11"
"Binary","14","Left","Inverted",27,"Left",15,1,NA,"B07"
"Binary","14","Left","Upright",5,"Right",15,1,NA,"A05"
"Binary","14","Left","Inverted",39,"Right",15,1,NA,"B19"
"Binary","14","Left","Upright",6,"Right",13.6264489,0,0,"A06"
"Binary","14","Left","Upright",12,"Left",15,1,NA,"A12"
"Binary","14","Left","Upright",16,"Left",15,1,NA,"A16"
"Binary","14","Left","Inverted",21,"Left",15,1,NA,"B01"
"Binary","14","Left","Inverted",28,"Left",15,1,NA,"B08"
"Binary","14","Left","Inverted",21,"Right",3.9387053,0,0,"B01"
"Binary","14","Left","Upright",20,"Right",8.6280219,0,0,"A20"
"Binary","14","Left","Upright",1,"Right",6.5396958,0,0,"A01"
"Binary","14","Left","Inverted",27,"Right",4.2935701,0,0,"B07"
"Binary","14","Left","Inverted",36,"Right",13.6604434,0,0,"B16"
"Binary","14","Left","Upright",19,"Right",5.9173634,0,0,"A19"
"Binary","14","Left","Upright",3,"Left",15,1,NA,"A03"
"Binary","14","Left","Inverted",35,"Right",3.4966632,0,0,"B15"
"Binary","14","Left","Inverted",39,"Left",15,1,NA,"B19"
"Binary","14","Left","Upright",8,"Right",5.7547643,0,0,"A08"
"Binary","14","Left","Upright",13,"Right",4.5378763,0,0,"A13"
"Binary","14","Left","Inverted",26,"Right",6.8234116,0,0,"B06"
"Binary","14","Left","Upright",14,"Left",15,1,NA,"A14"
"Binary","14","Left","Inverted",28,"Right",4.246184,0,0,"B08"
"Binary","14","Left","Upright",19,"Left",15,1,NA,"A19"
"Binary","14","Left","Upright",15,"Left",15,1,NA,"A15"
"Binary","14","Left","Upright",12,"Right",3.6650108,0,0,"A12"
"Binary","14","Left","Upright",18,"Right",6.0879405,0,0,"A18"
"Binary","14","Left","Inverted",24,"Left",15,1,NA,"B04"
"Binary","14","Left","Upright",13,"Left",15,1,NA,"A13"
"Binary","14","Left","Upright",17,"Right",2.4195386,0,0,"A17"
"Binary","14","Left","Upright",20,"Left",15,1,NA,"A20"
"Binary","14","Left","Inverted",40,"Right",3.2775019,0,0,"B20"
"Binary","14","Left","Upright",11,"Right",5.3334457,0,0,"A11"
"Binary","14","Left","Inverted",29,"Left",15,1,NA,"B09"
"Binary","14","Left","Inverted",26,"Left",15,1,NA,"B06"
"Binary","14","Left","Inverted",31,"Right",5.0993249,0,0,"B11"
"Binary","14","Left","Inverted",30,"Right",4.6199116,0,0,"B10"
"Binary","14","Left","Upright",1,"Left",15,1,NA,"A01"
"Binary","14","Left","Inverted",24,"Right",1.8738739,0,0,"B04"
"Binary","14","Left","Inverted",34,"Right",3.3633669,0,0,"B14"
"Binary","14","Left","Inverted",37,"Left",15,1,NA,"B17"
"Binary","14","Left","Upright",9,"Left",15,1,NA,"A09"
"Binary","14","Left","Upright",15,"Right",6.0281728,0,0,"A15"
"Binary","14","Left","Inverted",33,"Right",4.0200122,0,0,"B13"
"Binary","14","Left","Upright",14,"Right",6.1570969,0,0,"A14"
"Binary","14","Left","Upright",7,"Left",15,1,NA,"A07"
"Binary","14","Left","Inverted",33,"Left",15,1,NA,"B13"
"Binary","14","Left","Inverted",38,"Right",3.4649434,0,0,"B18"
"Binary","14","Left","Inverted",22,"Left",15,1,NA,"B02"
"Binary","14","Left","Inverted",25,"Left",15,1,NA,"B05"
"Binary","14","Left","Inverted",38,"Left",15,1,NA,"B18"
"Binary","14","Left","Inverted",36,"Left",15,1,NA,"B16"
"Binary","14","Left","Inverted",34,"Left",15,1,NA,"B14"
"Binary","15","Left","Inverted",39,"Left",1.6591388,0,0,"B19"
"Binary","15","Left","Upright",5,"Right",1.6515341,0,0,"A05"
"Binary","15","Left","Upright",18,"Right",3.8479975,0,0,"A18"
"Binary","15","Left","Inverted",24,"Left",2.9013625,0,0,"B04"
"Binary","15","Left","Upright",3,"Right",4.798221,0,0,"A03"
"Binary","15","Left","Inverted",24,"Right",3.7082095,0,0,"B04"
"Binary","15","Left","Upright",10,"Left",1.8849924,0,0,"A10"
"Binary","15","Left","Inverted",21,"Left",1.9082389,0,0,"B01"
"Binary","15","Left","Inverted",38,"Left",1.8623834,0,0,"B18"
"Binary","15","Left","Inverted",22,"Right",7.1299747,0,0,"B02"
"Binary","15","Left","Upright",17,"Right",15,1,NA,"A17"
"Binary","15","Left","Upright",11,"Left",2.0297602,0,0,"A11"
"Binary","15","Left","Upright",6,"Left",1.6814959,0,0,"A06"
"Binary","15","Left","Inverted",39,"Right",13.1315536,0,1,"B19"
"Binary","15","Left","Inverted",31,"Right",2.0834665,0,0,"B11"
"Binary","15","Left","Upright",7,"Right",4.3533357,0,0,"A07"
"Binary","15","Left","Upright",2,"Right",2.624428,0,0,"A02"
"Binary","15","Left","Inverted",40,"Right",10.0004047,0,0,"B20"
"Binary","15","Left","Inverted",34,"Right",3.7246502,0,0,"B14"
"Binary","15","Left","Inverted",28,"Left",1.502519,0,0,"B08"
"Binary","15","Left","Upright",15,"Right",2.1187645,0,0,"A15"
